200
s115 t200
s50 t102
s50 t110
s50 t140
s59 t131
s59 t144
s59 t110
s59 t140
s57 t28
s57 t131
s57 t140
s61 t198
s61 t18
s61 t102
s61 t140
s131 t5
s131 t18
s131 t110
s131 t140
s131 t34
s131 t72
s143 t5
s143 t29
s143 t144
s143 t18
s143 t110
s143 t140
s143 t85
s23 t113
s23 t77
s23 t198
s23 t131
s23 t34
s23 t72
s159 t28
s159 t131
s159 t18
s159 t102
s159 t110
s159 t34
s49 t189
s49 t29
s49 t28
s49 t110
s49 t140
s49 t34
s49 t72
s49 t85
s49 t159
s33 t113
s33 t198
s33 t144
s33 t18
s33 t102
s33 t110
s33 t34
s33 t72
s33 t85
s33 t159
s24 t170
s24 t5
s24 t198
s24 t144
s24 t18
s24 t102
s24 t110
s24 t34
s24 t72
s24 t159
s42 t5
s42 t131
s42 t144
s42 t18
s42 t102
s42 t110
s42 t140
s42 t72
s42 t85
s42 t159
s42 t53
s42 t74
s42 t130
s180 t34
s180 t74
s180 t164
s138 t77
s138 t198
s138 t72
s138 t53
s138 t78
s138 t81
s148 t34
s148 t85
s148 t159
s148 t74
s148 t130
s148 t164
s148 t78
s148 t180
s148 t69
s148 t162
s76 t53
s76 t164
s76 t78
s76 t81
s76 t180
s76 t69
s76 t75
s76 t89
s76 t95
s40 t144
s40 t72
s40 t85
s40 t159
s40 t78
s40 t81
s40 t135
s40 t180
s40 t69
s40 t162
s40 t75
s40 t89
s40 t95
s40 t1
s161 t34
s161 t53
s161 t130
s161 t164
s161 t135
s161 t69
s161 t162
s161 t75
s161 t89
s161 t95
s161 t10
s130 t34
s130 t85
s130 t130
s130 t78
s130 t69
s130 t75
s130 t89
s130 t95
s130 t1
s130 t10
s130 t17
s18 t10
s18 t22
s18 t17
s18 t112
s18 t76
s94 t10
s94 t22
s94 t112
s81 t78
s81 t135
s81 t180
s81 t162
s81 t89
s81 t95
s81 t1
s81 t10
s81 t22
s22 t81
s22 t162
s22 t75
s22 t95
s22 t1
s22 t22
s22 t17
s22 t112
s22 t76
s22 t153
s46 t1
s46 t17
s46 t76
s46 t153
s194 t75
s194 t89
s194 t17
s194 t112
s194 t76
s26 t135
s26 t180
s26 t75
s26 t1
s26 t10
s26 t22
s26 t17
s26 t112
s26 t76
s26 t153
s26 t176
s154 t74
s154 t81
s154 t135
s154 t69
s154 t162
s154 t89
s154 t95
s154 t22
s154 t17
s154 t112
s154 t76
s154 t153
s154 t176
s184 t162
s184 t89
s184 t1
s184 t10
s184 t22
s184 t17
s178 t76
s178 t86
s70 t176
s70 t161
s69 t161
s160 t112
s160 t161
s160 t86
s160 t108
s160 t109
s160 t36
s160 t64
s160 t103
s153 t153
s153 t161
s153 t64
s153 t103
s100 t1
s100 t76
s100 t153
s100 t86
s100 t108
s100 t109
s100 t36
s100 t64
s79 t153
s79 t86
s79 t108
s79 t109
s79 t36
s79 t64
s79 t103
s79 t160
s146 t95
s146 t10
s146 t153
s146 t176
s146 t161
s146 t86
s146 t109
s146 t36
s146 t64
s146 t103
s146 t160
s140 t75
s140 t108
s140 t109
s140 t64
s140 t103
s140 t160
s140 t197
s71 t176
s38 t1
s38 t108
s38 t36
s38 t160
s38 t197
s38 t107
s38 t12
s7 t108
s7 t103
s7 t160
s7 t197
s7 t107
s7 t12
s7 t106
s7 t80
s114 t176
s114 t108
s114 t160
s114 t12
s114 t106
s114 t80
s108 t106
s108 t114
s133 t106
s95 t36
s95 t80
s95 t114
s95 t3
s58 t86
s58 t109
s58 t36
s58 t64
s58 t197
s58 t107
s58 t80
s58 t114
s58 t3
s58 t128
s107 t107
s107 t12
s107 t128
s107 t192
s39 t114
s39 t3
s39 t192
s93 t7
s28 t3
s14 t7
s106 t7
s162 t128
s162 t192
s162 t100
s162 t23
s164 t3
s164 t128
s164 t100
s164 t23
s164 t143
s137 t7
s137 t100
s137 t23
s60 t3
s60 t7
s60 t23
s54 t143
s54 t169
s47 t143
s47 t169
s47 t65
s47 t120
s99 t23
s99 t169
s82 t152
s82 t9
s104 t42
s104 t93
s104 t152
s56 t23
s56 t143
s56 t42
s56 t65
s56 t120
s56 t93
s56 t9
s56 t40
s195 t93
s195 t40
s195 t73
s119 t42
s119 t65
s119 t73
s119 t147
s122 t120
s122 t93
s122 t9
s122 t40
s122 t147
s122 t186
s122 t125
s122 t139
s101 t139
s101 t156
s90 t4
s111 t84
s111 t156
s111 t183
s111 t27
s111 t32
s1 t186
s1 t84
s1 t183
s1 t142
s1 t27
s1 t4
s1 t15
s125 t125
s125 t32
s125 t4
s125 t185
s125 t15
s66 t156
s66 t4
s66 t15
s66 t171
s183 t27
s183 t185
s183 t105
s92 t185
s92 t105
s168 t151
s96 t84
s96 t142
s96 t32
s96 t185
s96 t15
s96 t171
s96 t20
s2 t125
s2 t32
s2 t105
s2 t171
s2 t151
s150 t20
s150 t25
s74 t4
s74 t20
s74 t151
s11 t142
s11 t4
s11 t185
s11 t171
s11 t20
s11 t151
s11 t25
s11 t16
s85 t20
s175 t105
s175 t25
s175 t16
s175 t37
s88 t183
s88 t15
s88 t171
s88 t25
s88 t193
s88 t16
s88 t79
s88 t37
s88 t111
s21 t32
s21 t151
s21 t16
s21 t79
s21 t37
s21 t111
s29 t27
s29 t185
s29 t171
s29 t151
s29 t193
s29 t79
s29 t37
s29 t111
s29 t127
s113 t27
s113 t15
s113 t20
s113 t151
s113 t25
s113 t111
s135 t105
s135 t171
s135 t25
s135 t193
s135 t16
s135 t37
s135 t127
s135 t43
s163 t25
s163 t16
s163 t79
s163 t37
s163 t111
s163 t127
s163 t43
s163 t70
s37 t193
s37 t37
s37 t111
s37 t127
s37 t175
s16 t111
s155 t175
s155 t178
s155 t199
s155 t184
s155 t104
s55 t37
s55 t111
s55 t127
s55 t175
s55 t43
s55 t70
s55 t178
s55 t199
s55 t101
s55 t104
s55 t71
s78 t193
s78 t79
s78 t127
s78 t175
s78 t70
s78 t101
s78 t136
s78 t184
s78 t71
s77 t199
s77 t136
s77 t184
s142 t20
s142 t70
s142 t136
s142 t104
s142 t71
s187 t43
s187 t178
s187 t199
s187 t136
s187 t184
s187 t71
s187 t88
s187 t191
s188 t175
s188 t104
s188 t71
s188 t88
s188 t191
s188 t8
s83 t178
s83 t24
s110 t127
s110 t178
s110 t199
s110 t101
s110 t136
s110 t104
s110 t71
s110 t88
s110 t24
s110 t82
s110 t187
s170 t191
s170 t8
s170 t82
s170 t187
s152 t101
s152 t88
s152 t24
s152 t82
s152 t187
s152 t115
s152 t146
s152 t94
s169 t8
s169 t24
s169 t187
s169 t115
s169 t146
s169 t94
s182 t8
s182 t82
s182 t115
s182 t146
s182 t94
s31 t191
s31 t8
s31 t24
s31 t187
s35 t101
s35 t184
s35 t104
s35 t71
s35 t88
s35 t191
s35 t8
s35 t82
s35 t115
s35 t146
s35 t94
s35 t116
s144 t88
s144 t24
s144 t82
s144 t115
s144 t94
s144 t116
s144 t13
s72 t8
s72 t115
s72 t94
s72 t116
s72 t13
s53 t187
s53 t94
s53 t116
s53 t87
s141 t87
s156 t8
s156 t24
s156 t146
s156 t116
s156 t13
s156 t87
s156 t47
s156 t49
s5 t146
s5 t94
s5 t116
s5 t13
s5 t177
s5 t87
s5 t149
s116 t115
s116 t116
s116 t13
s116 t49
s116 t173
s116 t195
s165 t177
s165 t47
s165 t49
s165 t173
s192 t13
s192 t49
s192 t149
s192 t173
s192 t195
s192 t54
s9 t47
s9 t45
s9 t44
s13 t47
s13 t195
s13 t45
s13 t122
s13 t6
s13 t46
s45 t82
s45 t187
s45 t115
s45 t116
s45 t177
s45 t149
s45 t173
s45 t195
s45 t54
s45 t45
s45 t44
s45 t122
s45 t6
s45 t46
s45 t134
s45 t168
s67 t49
s67 t149
s67 t173
s67 t54
s67 t45
s67 t44
s67 t122
s67 t6
s67 t46
s67 t134
s67 t168
s67 t83
s67 t19
s157 t47
s157 t149
s157 t173
s157 t54
s157 t45
s157 t44
s157 t6
s157 t46
s157 t134
s157 t19
s157 t63
s117 t177
s117 t87
s117 t47
s117 t54
s117 t45
s117 t44
s117 t6
s117 t134
s117 t168
s117 t83
s117 t19
s3 t44
s3 t122
s3 t134
s3 t168
s3 t83
s102 t54
s102 t122
s102 t46
s102 t134
s102 t168
s102 t83
s102 t19
s102 t63
s102 t182
s19 t177
s19 t149
s19 t173
s19 t195
s19 t54
s19 t45
s19 t44
s19 t122
s19 t6
s19 t134
s19 t168
s19 t83
s19 t19
s19 t63
s19 t182
s34 t47
s34 t45
s34 t44
s34 t6
s34 t168
s34 t83
s34 t19
s34 t63
s34 t182
s34 t172
s166 t177
s166 t49
s166 t149
s166 t45
s166 t44
s166 t122
s166 t6
s166 t46
s166 t83
s166 t19
s166 t63
s166 t182
s166 t172
s173 t195
s173 t54
s173 t44
s173 t46
s173 t63
s173 t172
s173 t163
s190 t122
s190 t6
s190 t19
s190 t63
s190 t182
s190 t172
s172 t163
s64 t2
s62 t63
s62 t2
s62 t0
s97 t0
s75 t134
s75 t83
s75 t19
s75 t182
s75 t163
s75 t35
s171 t46
s171 t134
s171 t83
s171 t63
s171 t182
s171 t172
s171 t163
s171 t2
s191 t163
s191 t2
s145 t195
s145 t122
s145 t6
s145 t172
s145 t2
s145 t35
s145 t0
s145 t154
s128 t63
s128 t35
s128 t0
s128 t154
s12 t168
s12 t182
s12 t172
s12 t163
s12 t154
s105 t154
s20 t46
s20 t182
