200
s105 t200
s46 t40
s46 t60
s46 t36
s46 t174
s46 t155
s46 t150
s46 t7
s46 t17
s188 t180
s188 t60
s188 t36
s188 t174
s188 t155
s188 t150
s188 t7
s188 t17
s188 t22
s137 t153
s137 t36
s137 t134
s137 t155
s137 t150
s137 t7
s137 t17
s19 t180
s19 t118
s19 t153
s19 t155
s19 t150
s19 t7
s19 t22
s34 t60
s34 t118
s34 t155
s34 t150
s34 t7
s34 t67
s34 t97
s180 t134
s180 t17
s180 t22
s180 t67
s180 t97
s74 t22
s74 t97
s74 t76
s121 t118
s121 t134
s121 t155
s121 t17
s121 t22
s121 t97
s121 t144
s121 t76
s121 t168
s121 t62
s134 t36
s134 t134
s134 t7
s134 t17
s134 t22
s134 t67
s134 t144
s134 t76
s134 t168
s134 t62
s134 t126
s134 t18
s134 t54
s158 t134
s158 t150
s158 t7
s158 t22
s158 t67
s158 t76
s158 t168
s158 t62
s158 t126
s158 t18
s158 t54
s151 t150
s151 t17
s151 t22
s151 t67
s151 t144
s151 t126
s151 t18
s151 t54
s114 t171
s114 t134
s114 t150
s114 t17
s114 t67
s114 t97
s114 t144
s114 t76
s114 t168
s114 t62
s114 t126
s114 t18
s114 t54
s114 t103
s92 t150
s92 t7
s92 t17
s92 t22
s92 t67
s92 t144
s92 t76
s92 t168
s92 t126
s92 t18
s92 t54
s92 t170
s167 t155
s167 t76
s167 t168
s167 t54
s167 t103
s167 t170
s167 t90
s2 t174
s2 t134
s2 t155
s2 t7
s2 t22
s2 t144
s2 t126
s2 t103
s2 t170
s2 t90
s149 t17
s149 t67
s149 t54
s149 t103
s149 t90
s149 t199
s144 t144
s144 t62
s144 t18
s144 t103
s144 t90
s144 t199
s144 t79
s172 t18
s172 t146
s150 t67
s150 t97
s150 t126
s150 t103
s150 t170
s150 t199
s150 t79
s146 t51
s3 t122
s3 t172
s106 t199
s164 t146
s164 t51
s164 t81
s39 t81
s189 t81
s156 t97
s156 t62
s156 t79
s156 t122
s156 t172
s191 t172
s37 t103
s37 t146
s37 t122
s79 t122
s54 t79
